GEO;AGE;Year;Sex;PovertyRate
Slovakia;Less than 6 years;2017;Females;7,4
Slovakia;From 6 to 10 years;2017;Females;9,2
Slovakia;From 6 to 11 years;2017;Females;10,0
Slovakia;From 11 to 15 years;2017;Females;11,3
Slovakia;From 12 to 17 years;2017;Females;11,1
Slovakia;From 15 to 19 years;2017;Females;9,6
Slovakia;From 15 to 24 years;2017;Females;6,2
Slovakia;From 15 to 29 years;2017;Females;6,2
Slovakia;Less than 16 years;2017;Females;9,3
Slovakia;From 16 to 19 years;2017;Females;8,9
Slovakia;From 16 to 24 years;2017;Females;5,5
Slovakia;From 16 to 29 years;2017;Females;5,8
Slovakia;From 16 to 64 years;2017;Females;5,6
Slovakia;16 years or over;2017;Females;5,9
Slovakia;Less than 18 years;2017;Females;9,6
Slovakia;From 18 to 24 years;2017;Females;4,1
Slovakia;From 18 to 59 years;2017;Females;5,4
Slovakia;From 18 to 64 years;2017;Females;5,5
Slovakia;From 18 to 74 years;2017;Females;5,6
Slovakia;18 years or over;2017;Females;5,7
Slovakia;From 20 to 24 years;2017;Females;3,0
Slovakia;From 20 to 29 years;2017;Females;4,7
Slovakia;From 25 to 29 years;2017;Females;6,2
Slovakia;From 25 to 34 years;2017;Females;5,3
Slovakia;From 25 to 49 years;2017;Females;5,7
Slovakia;From 25 to 54 years;2017;Females;5,5
Slovakia;From 25 to 59 years;2017;Females;5,6
Slovakia;From 35 to 44 years;2017;Females;5,6
Slovakia;From 45 to 54 years;2017;Females;5,5
Slovakia;From 50 to 64 years;2017;Females;5,7
Slovakia;From 55 to 64 years;2017;Females;6,3
Slovakia;55 years or over;2017;Females;6,5
Slovakia;Less than 60 years;2017;Females;6,4
Slovakia;60 years or over;2017;Females;6,4
Slovakia;Less than 65 years;2017;Females;6,3
Slovakia;From 65 to 74 years;2017;Females;6,4
Slovakia;65 years or over;2017;Females;6,6
Slovakia;Less than 75 years;2017;Females;6,3
Slovakia;75 years or over;2017;Females;7,0
Slovakia;85 years or over;2017;Females;5,6
Finland;Less than 6 years;2017;Females;1,8
Finland;From 6 to 10 years;2017;Females;0,5
Finland;From 6 to 11 years;2017;Females;0,4
Finland;From 11 to 15 years;2017;Females;1,6
Finland;From 12 to 17 years;2017;Females;2,1
Finland;From 15 to 19 years;2017;Females;1,3
Finland;From 15 to 24 years;2017;Females;0,8
Finland;From 15 to 29 years;2017;Females;1,4
Finland;Less than 16 years;2017;Females;1,3
Finland;From 16 to 19 years;2017;Females;1,6
Finland;From 16 to 24 years;2017;Females;0,9
Finland;From 16 to 29 years;2017;Females;1,5
Finland;From 16 to 64 years;2017;Females;2,1
Finland;16 years or over;2017;Females;2,0
Finland;Less than 18 years;2017;Females;1,5
Finland;From 18 to 24 years;2017;Females;0,5
Finland;From 18 to 59 years;2017;Females;2,0
Finland;From 18 to 64 years;2017;Females;2,1
Finland;From 18 to 74 years;2017;Females;1,9
Finland;18 years or over;2017;Females;2,0
Finland;From 20 to 24 years;2017;Females;0,4
Finland;From 20 to 29 years;2017;Females;1,5
Finland;From 25 to 29 years;2017;Females;2,5
Finland;From 25 to 34 years;2017;Females;2,1
Finland;From 25 to 49 years;2017;Females;2,1
Finland;From 25 to 54 years;2017;Females;2,3
Finland;From 25 to 59 years;2017;Females;2,3
Finland;From 35 to 44 years;2017;Females;1,7
Finland;From 45 to 54 years;2017;Females;3,1
Finland;From 50 to 64 years;2017;Females;2,7
Finland;From 55 to 64 years;2017;Females;2,4
Finland;55 years or over;2017;Females;2,0
Finland;Less than 60 years;2017;Females;1,9
Finland;60 years or over;2017;Females;1,9
Finland;Less than 65 years;2017;Females;1,9
Finland;From 65 to 74 years;2017;Females;1,2
Finland;65 years or over;2017;Females;1,7
Finland;Less than 75 years;2017;Females;1,8
Finland;75 years or over;2017;Females;2,3
Finland;85 years or over;2017;Females;2,4
Sweden;Less than 6 years;2017;Females;2,8
Sweden;From 6 to 10 years;2017;Females;1,9
Sweden;From 6 to 11 years;2017;Females;1,6
Sweden;From 11 to 15 years;2017;Females;0,3
Sweden;From 12 to 17 years;2017;Females;0,8
Sweden;From 15 to 19 years;2017;Females;0,6
Sweden;From 15 to 24 years;2017;Females;1,6
Sweden;From 15 to 29 years;2017;Females;1,5
Sweden;Less than 16 years;2017;Females;1,8
Sweden;From 16 to 19 years;2017;Females;0,7
Sweden;From 16 to 24 years;2017;Females;1,8
Sweden;From 16 to 29 years;2017;Females;1,6
Sweden;From 16 to 64 years;2017;Females;1,2
Sweden;16 years or over;2017;Females;1,0
Sweden;Less than 18 years;2017;Females;1,7
Sweden;From 18 to 24 years;2017;Females;1,9
Sweden;From 18 to 59 years;2017;Females;1,3
Sweden;From 18 to 64 years;2017;Females;1,2
Sweden;From 18 to 74 years;2017;Females;1,1
Sweden;18 years or over;2017;Females;0,9
Sweden;From 20 to 24 years;2017;Females;2,7
Sweden;From 20 to 29 years;2017;Females;1,9
Sweden;From 25 to 29 years;2017;Females;1,3
Sweden;From 25 to 34 years;2017;Females;1,4
Sweden;From 25 to 49 years;2017;Females;1,1
Sweden;From 25 to 54 years;2017;Females;1,1
Sweden;From 25 to 59 years;2017;Females;1,2
Sweden;From 35 to 44 years;2017;Females;0,9
Sweden;From 45 to 54 years;2017;Females;0,9
Sweden;From 50 to 64 years;2017;Females;1,1
Sweden;From 55 to 64 years;2017;Females;1,1
Sweden;55 years or over;2017;Females;0,5
Sweden;Less than 60 years;2017;Females;1,4
Sweden;60 years or over;2017;Females;0,3
Sweden;Less than 65 years;2017;Females;1,3
Sweden;From 65 to 74 years;2017;Females;0,3
Sweden;65 years or over;2017;Females;0,2
Sweden;Less than 75 years;2017;Females;1,2
Sweden;75 years or over;2017;Females;0,2
Sweden;85 years or over;2017;Females;0,0
Iceland;Less than 6 years;2017;Females;0,0
Iceland;From 6 to 10 years;2017;Females;0,2
Iceland;From 6 to 11 years;2017;Females;0,2
Iceland;From 11 to 15 years;2017;Females;0,9
Iceland;From 12 to 17 years;2017;Females;1,2
Iceland;From 15 to 19 years;2017;Females;0,7
Iceland;From 15 to 24 years;2017;Females;1,1
Iceland;From 15 to 29 years;2017;Females;1,1
Iceland;Less than 16 years;2017;Females;0,3
Iceland;From 16 to 19 years;2017;Females;0,6
Iceland;From 16 to 24 years;2017;Females;1,1
Iceland;From 16 to 29 years;2017;Females;1,1
Iceland;From 16 to 64 years;2017;Females;0,8
Iceland;16 years or over;2017;Females;0,8
Iceland;Less than 18 years;2017;Females;0,4
Iceland;From 18 to 24 years;2017;Females;1,1
Iceland;From 18 to 59 years;2017;Females;0,8
Iceland;From 18 to 64 years;2017;Females;0,8
Iceland;From 18 to 74 years;2017;Females;0,8
Iceland;18 years or over;2017;Females;0,8
Iceland;From 20 to 24 years;2017;Females;1,5
Iceland;From 20 to 29 years;2017;Females;1,2
Iceland;From 25 to 29 years;2017;Females;1,0
Iceland;From 25 to 34 years;2017;Females;1,5
Iceland;From 25 to 49 years;2017;Females;1,0
Iceland;From 25 to 54 years;2017;Females;0,9
Iceland;From 25 to 59 years;2017;Females;0,8
Iceland;From 35 to 44 years;2017;Females;1,0
Iceland;From 45 to 54 years;2017;Females;0,2
Iceland;From 50 to 64 years;2017;Females;0,3
Iceland;From 55 to 64 years;2017;Females;0,2
Iceland;55 years or over;2017;Females;0,5
Iceland;Less than 60 years;2017;Females;0,7
Iceland;60 years or over;2017;Females;0,7
Iceland;Less than 65 years;2017;Females;0,7
Iceland;From 65 to 74 years;2017;Females;1,1
Iceland;65 years or over;2017;Females;0,8
Iceland;Less than 75 years;2017;Females;0,7
Iceland;75 years or over;2017;Females;0,3
Iceland;85 years or over;2017;Females;1,5
Norway;Less than 6 years;2017;Females;2,6
Norway;From 6 to 10 years;2017;Females;3,9
Norway;From 6 to 11 years;2017;Females;3,2
Norway;From 11 to 15 years;2017;Females;2,9
Norway;From 12 to 17 years;2017;Females;3,1
Norway;From 15 to 19 years;2017;Females;5,0
Norway;From 15 to 24 years;2017;Females;4,2
Norway;From 15 to 29 years;2017;Females;3,2
Norway;Less than 16 years;2017;Females;3,1
Norway;From 16 to 19 years;2017;Females;3,7
Norway;From 16 to 24 years;2017;Females;3,5
Norway;From 16 to 29 years;2017;Females;2,8
Norway;From 16 to 64 years;2017;Females;2,2
Norway;16 years or over;2017;Females;1,7
Norway;Less than 18 years;2017;Females;3,0
Norway;From 18 to 24 years;2017;Females;3,9
Norway;From 18 to 59 years;2017;Females;2,3
Norway;From 18 to 64 years;2017;Females;2,2
Norway;From 18 to 74 years;2017;Females;1,9
Norway;18 years or over;2017;Females;1,7
Norway;From 20 to 24 years;2017;Females;3,3
Norway;From 20 to 29 years;2017;Females;2,4
Norway;From 25 to 29 years;2017;Females;1,7
Norway;From 25 to 34 years;2017;Females;1,8
Norway;From 25 to 49 years;2017;Females;2,2
Norway;From 25 to 54 years;2017;Females;2,3
Norway;From 25 to 59 years;2017;Females;2,1
Norway;From 35 to 44 years;2017;Females;2,8
Norway;From 45 to 54 years;2017;Females;2,4
Norway;From 50 to 64 years;2017;Females;1,4
Norway;From 55 to 64 years;2017;Females;0,7
Norway;55 years or over;2017;Females;0,4
Norway;Less than 60 years;2017;Females;2,5
Norway;60 years or over;2017;Females;0,3
Norway;Less than 65 years;2017;Females;2,4
Norway;From 65 to 74 years;2017;Females;0,3
Norway;65 years or over;2017;Females;0,2
Norway;Less than 75 years;2017;Females;2,1
Norway;75 years or over;2017;Females;0,0
Norway;85 years or over;2017;Females;0,0
Switzerland;Less than 6 years;2017;Females;3,6
Switzerland;From 6 to 10 years;2017;Females;2,7
Switzerland;From 6 to 11 years;2017;Females;2,7
Switzerland;From 11 to 15 years;2017;Females;4,2
Switzerland;From 12 to 17 years;2017;Females;3,3
Switzerland;From 15 to 19 years;2017;Females;1,2
Switzerland;From 15 to 24 years;2017;Females;0,7
Switzerland;From 15 to 29 years;2017;Females;0,8
Switzerland;Less than 16 years;2017;Females;3,5
Switzerland;From 16 to 19 years;2017;Females;0,7
Switzerland;From 16 to 24 years;2017;Females;0,4
Switzerland;From 16 to 29 years;2017;Females;0,6
Switzerland;From 16 to 64 years;2017;Females;2,2
Switzerland;16 years or over;2017;Females;1,9
Switzerland;Less than 18 years;2017;Females;3,2
Switzerland;From 18 to 24 years;2017;Females;0,4
Switzerland;From 18 to 59 years;2017;Females;2,5
Switzerland;From 18 to 64 years;2017;Females;2,3
Switzerland;From 18 to 74 years;2017;Females;2,2
Switzerland;18 years or over;2017;Females;1,9
Switzerland;From 20 to 24 years;2017;Females;0,2
Switzerland;From 20 to 29 years;2017;Females;0,6
Switzerland;From 25 to 29 years;2017;Females;0,9
Switzerland;From 25 to 34 years;2017;Females;1,5
Switzerland;From 25 to 49 years;2017;Females;2,3
Switzerland;From 25 to 54 years;2017;Females;2,8
Switzerland;From 25 to 59 years;2017;Females;2,8
Switzerland;From 35 to 44 years;2017;Females;3,1
Switzerland;From 45 to 54 years;2017;Females;3,7
Switzerland;From 50 to 64 years;2017;Females;2,9
Switzerland;From 55 to 64 years;2017;Females;1,6
Switzerland;55 years or over;2017;Females;1,0
Switzerland;Less than 60 years;2017;Females;2,6
Switzerland;60 years or over;2017;Females;0,6
Switzerland;Less than 65 years;2017;Females;2,5
Switzerland;From 65 to 74 years;2017;Females;0,8
Switzerland;65 years or over;2017;Females;0,6
Switzerland;Less than 75 years;2017;Females;2,3
Switzerland;75 years or over;2017;Females;0,3
Switzerland;85 years or over;2017;Females;0,7
United Kingdom;Less than 6 years;2017;Females;8,4
United Kingdom;From 6 to 10 years;2017;Females;8,8
United Kingdom;From 6 to 11 years;2017;Females;8,4
United Kingdom;From 11 to 15 years;2017;Females;6,2
United Kingdom;From 12 to 17 years;2017;Females;6,2
United Kingdom;From 15 to 19 years;2017;Females;5,9
United Kingdom;From 15 to 24 years;2017;Females;5,7
United Kingdom;From 15 to 29 years;2017;Females;5,5
United Kingdom;Less than 16 years;2017;Females;7,9
United Kingdom;From 16 to 19 years;2017;Females;6,2
United Kingdom;From 16 to 24 years;2017;Females;5,8
United Kingdom;From 16 to 29 years;2017;Females;5,5
United Kingdom;From 16 to 64 years;2017;Females;5,5
United Kingdom;16 years or over;2017;Females;4,4
United Kingdom;Less than 18 years;2017;Females;7,7
United Kingdom;From 18 to 24 years;2017;Females;5,7
United Kingdom;From 18 to 59 years;2017;Females;5,6
United Kingdom;From 18 to 64 years;2017;Females;5,5
United Kingdom;From 18 to 74 years;2017;Females;4,8
United Kingdom;18 years or over;2017;Females;4,3
United Kingdom;From 20 to 24 years;2017;Females;5,4
United Kingdom;From 20 to 29 years;2017;Females;5,3
United Kingdom;From 25 to 29 years;2017;Females;5,1
United Kingdom;From 25 to 34 years;2017;Females;4,6
United Kingdom;From 25 to 49 years;2017;Females;5,7
United Kingdom;From 25 to 54 years;2017;Females;5,7
United Kingdom;From 25 to 59 years;2017;Females;5,6
United Kingdom;From 35 to 44 years;2017;Females;5,8
United Kingdom;From 45 to 54 years;2017;Females;6,6
United Kingdom;From 50 to 64 years;2017;Females;5,0
United Kingdom;From 55 to 64 years;2017;Females;4,4
United Kingdom;55 years or over;2017;Females;2,2
United Kingdom;Less than 60 years;2017;Females;6,2
United Kingdom;60 years or over;2017;Females;1,5
United Kingdom;Less than 65 years;2017;Females;6,0
United Kingdom;From 65 to 74 years;2017;Females;0,9
United Kingdom;65 years or over;2017;Females;0,8
United Kingdom;Less than 75 years;2017;Females;5,5
United Kingdom;75 years or over;2017;Females;0,6
United Kingdom;85 years or over;2017;Females;0,2
Montenegro;Less than 6 years;2017;Females;34,3
Montenegro;From 6 to 10 years;2017;Females;
Montenegro;From 6 to 11 years;2017;Females;32,0
Montenegro;From 11 to 15 years;2017;Females;37,7
Montenegro;From 12 to 17 years;2017;Females;36,2
Montenegro;From 15 to 19 years;2017;Females;32,5
Montenegro;From 15 to 24 years;2017;Females;26,5
Montenegro;From 15 to 29 years;2017;Females;26,0
Montenegro;Less than 16 years;2017;Females;34,4
Montenegro;From 16 to 19 years;2017;Females;29,6
Montenegro;From 16 to 24 years;2017;Females;24,5
Montenegro;From 16 to 29 years;2017;Females;24,8
Montenegro;From 16 to 64 years;2017;Females;27,1
Montenegro;16 years or over;2017;Females;28,3
Montenegro;Less than 18 years;2017;Females;34,1
Montenegro;From 18 to 24 years;2017;Females;22,5
Montenegro;From 18 to 59 years;2017;Females;26,7
Montenegro;From 18 to 64 years;2017;Females;26,9
Montenegro;From 18 to 74 years;2017;Females;27,7
Montenegro;18 years or over;2017;Females;28,2
Montenegro;From 20 to 24 years;2017;Females;20,5
Montenegro;From 20 to 29 years;2017;Females;22,9
Montenegro;From 25 to 29 years;2017;Females;25,1
Montenegro;From 25 to 34 years;2017;Females;24,7
Montenegro;From 25 to 49 years;2017;Females;26,4
Montenegro;From 25 to 54 years;2017;Females;27,2
Montenegro;From 25 to 59 years;2017;Females;27,4
Montenegro;From 35 to 44 years;2017;Females;27,1
Montenegro;From 45 to 54 years;2017;Females;29,9
Montenegro;From 50 to 64 years;2017;Females;29,6
Montenegro;From 55 to 64 years;2017;Females;28,8
Montenegro;55 years or over;2017;Females;31,2
Montenegro;Less than 60 years;2017;Females;28,8
Montenegro;60 years or over;2017;Females;31,9
Montenegro;Less than 65 years;2017;Females;28,8
Montenegro;From 65 to 74 years;2017;Females;33,7
Montenegro;65 years or over;2017;Females;33,1
Montenegro;Less than 75 years;2017;Females;29,3
Montenegro;75 years or over;2017;Females;32,5
Montenegro;85 years or over;2017;Females;31,8
North Macedonia;Less than 6 years;2017;Females;28,3
North Macedonia;From 6 to 10 years;2017;Females;34,3
North Macedonia;From 6 to 11 years;2017;Females;33,7
North Macedonia;From 11 to 15 years;2017;Females;30,4
North Macedonia;From 12 to 17 years;2017;Females;29,4
North Macedonia;From 15 to 19 years;2017;Females;24,1
North Macedonia;From 15 to 24 years;2017;Females;20,0
North Macedonia;From 15 to 29 years;2017;Females;19,8
North Macedonia;Less than 16 years;2017;Females;30,8
North Macedonia;From 16 to 19 years;2017;Females;23,1
North Macedonia;From 16 to 24 years;2017;Females;19,3
North Macedonia;From 16 to 29 years;2017;Females;19,3
North Macedonia;From 16 to 64 years;2017;Females;23,4
North Macedonia;16 years or over;2017;Females;23,9
North Macedonia;Less than 18 years;2017;Females;30,4
North Macedonia;From 18 to 24 years;2017;Females;17,3
North Macedonia;From 18 to 59 years;2017;Females;22,7
North Macedonia;From 18 to 64 years;2017;Females;23,3
North Macedonia;From 18 to 74 years;2017;Females;23,7
North Macedonia;18 years or over;2017;Females;23,8
North Macedonia;From 20 to 24 years;2017;Females;16,6
North Macedonia;From 20 to 29 years;2017;Females;18,1
North Macedonia;From 25 to 29 years;2017;Females;19,4
North Macedonia;From 25 to 34 years;2017;Females;22,0
North Macedonia;From 25 to 49 years;2017;Females;23,1
North Macedonia;From 25 to 54 years;2017;Females;23,1
North Macedonia;From 25 to 59 years;2017;Females;23,7
North Macedonia;From 35 to 44 years;2017;Females;25,1
North Macedonia;From 45 to 54 years;2017;Females;22,2
North Macedonia;From 50 to 64 years;2017;Females;26,5
North Macedonia;From 55 to 64 years;2017;Females;28,1
North Macedonia;55 years or over;2017;Females;27,0
North Macedonia;Less than 60 years;2017;Females;24,6
North Macedonia;60 years or over;2017;Females;26,8
North Macedonia;Less than 65 years;2017;Females;24,9
North Macedonia;From 65 to 74 years;2017;Females;27,0
North Macedonia;65 years or over;2017;Females;26,0
North Macedonia;Less than 75 years;2017;Females;25,1
North Macedonia;75 years or over;2017;Females;24,3
North Macedonia;85 years or over;2017;Females;18,0
Albania;Less than 6 years;2017;Females;56,9
Albania;From 6 to 10 years;2017;Females;
Albania;From 6 to 11 years;2017;Females;55,1
Albania;From 11 to 15 years;2017;Females;57,9
Albania;From 12 to 17 years;2017;Females;54,2
Albania;From 15 to 19 years;2017;Females;52,5
Albania;From 15 to 24 years;2017;Females;48,7
Albania;From 15 to 29 years;2017;Females;48,8
Albania;Less than 16 years;2017;Females;57,0
Albania;From 16 to 19 years;2017;Females;48,0
Albania;From 16 to 24 years;2017;Females;46,5
Albania;From 16 to 29 years;2017;Females;47,3
Albania;From 16 to 64 years;2017;Females;51,7
Albania;16 years or over;2017;Females;53,0
Albania;Less than 18 years;2017;Females;55,4
Albania;From 18 to 24 years;2017;Females;47,4
Albania;From 18 to 59 years;2017;Females;51,2
Albania;From 18 to 64 years;2017;Females;52,1
Albania;From 18 to 74 years;2017;Females;52,7
Albania;18 years or over;2017;Females;53,4
Albania;From 20 to 24 years;2017;Females;45,4
Albania;From 20 to 29 years;2017;Females;47,1
Albania;From 25 to 29 years;2017;Females;49,2
Albania;From 25 to 34 years;2017;Females;49,0
Albania;From 25 to 49 years;2017;Females;50,4
Albania;From 25 to 54 years;2017;Females;51,2
Albania;From 25 to 59 years;2017;Females;52,1
Albania;From 35 to 44 years;2017;Females;49,8
Albania;From 45 to 54 years;2017;Females;54,5
Albania;From 50 to 64 years;2017;Females;57,8
Albania;From 55 to 64 years;2017;Females;59,0
Albania;55 years or over;2017;Females;59,2
Albania;Less than 60 years;2017;Females;52,3
Albania;60 years or over;2017;Females;59,9
Albania;Less than 65 years;2017;Females;52,9
Albania;From 65 to 74 years;2017;Females;57,5
Albania;65 years or over;2017;Females;59,3
Albania;Less than 75 years;2017;Females;53,3
Albania;75 years or over;2017;Females;62,3
Albania;85 years or over;2017;Females;62,4
Serbia;Less than 6 years;2017;Females;18,1
Serbia;From 6 to 10 years;2017;Females;19,1
Serbia;From 6 to 11 years;2017;Females;21,1
Serbia;From 11 to 15 years;2017;Females;21,2
Serbia;From 12 to 17 years;2017;Females;18,3
Serbia;From 15 to 19 years;2017;Females;18,8
Serbia;From 15 to 24 years;2017;Females;16,7
Serbia;From 15 to 29 years;2017;Females;16,6
Serbia;Less than 16 years;2017;Females;19,4
Serbia;From 16 to 19 years;2017;Females;18,5
Serbia;From 16 to 24 years;2017;Females;16,4
Serbia;From 16 to 29 years;2017;Females;16,4
Serbia;From 16 to 64 years;2017;Females;22,0
Serbia;16 years or over;2017;Females;24,8
Serbia;Less than 18 years;2017;Females;19,2
Serbia;From 18 to 24 years;2017;Females;16,3
Serbia;From 18 to 59 years;2017;Females;21,3
Serbia;From 18 to 64 years;2017;Females;22,2
Serbia;From 18 to 74 years;2017;Females;23,9
Serbia;18 years or over;2017;Females;25,0
Serbia;From 20 to 24 years;2017;Females;15,0
Serbia;From 20 to 29 years;2017;Females;15,7
Serbia;From 25 to 29 years;2017;Females;16,4
Serbia;From 25 to 34 years;2017;Females;17,5
Serbia;From 25 to 49 years;2017;Females;19,4
Serbia;From 25 to 54 years;2017;Females;21,0
Serbia;From 25 to 59 years;2017;Females;22,1
Serbia;From 35 to 44 years;2017;Females;18,4
Serbia;From 45 to 54 years;2017;Females;26,8
Serbia;From 50 to 64 years;2017;Females;28,2
Serbia;From 55 to 64 years;2017;Females;28,1
Serbia;55 years or over;2017;Females;31,0
Serbia;Less than 60 years;2017;Females;20,8
Serbia;60 years or over;2017;Females;31,6
Serbia;Less than 65 years;2017;Females;21,6
Serbia;From 65 to 74 years;2017;Females;32,7
Serbia;65 years or over;2017;Females;33,0
Serbia;Less than 75 years;2017;Females;23,0
Serbia;75 years or over;2017;Females;33,3
Serbia;85 years or over;2017;Females;28,7
Türkiye;Less than 6 years;2017;Females;19,5
Türkiye;From 6 to 10 years;2017;Females;21,2
Türkiye;From 6 to 11 years;2017;Females;21,7
Türkiye;From 11 to 15 years;2017;Females;22,0
Türkiye;From 12 to 17 years;2017;Females;20,1
Türkiye;From 15 to 19 years;2017;Females;17,9
Türkiye;From 15 to 24 years;2017;Females;16,0
Türkiye;From 15 to 29 years;2017;Females;15,0
Türkiye;Less than 16 years;2017;Females;20,8
Türkiye;From 16 to 19 years;2017;Females;17,3
Türkiye;From 16 to 24 years;2017;Females;15,5
Türkiye;From 16 to 29 years;2017;Females;14,5
Türkiye;From 16 to 64 years;2017;Females;14,3
Türkiye;16 years or over;2017;Females;14,1
Türkiye;Less than 18 years;2017;Females;20,4
Türkiye;From 18 to 24 years;2017;Females;14,9
Türkiye;From 18 to 59 years;2017;Females;14,2
Türkiye;From 18 to 64 years;2017;Females;14,1
Türkiye;From 18 to 74 years;2017;Females;14,0
Türkiye;18 years or over;2017;Females;13,9
Türkiye;From 20 to 24 years;2017;Females;14,1
Türkiye;From 20 to 29 years;2017;Females;13,4
Türkiye;From 25 to 29 years;2017;Females;12,9
Türkiye;From 25 to 34 years;2017;Females;13,9
Türkiye;From 25 to 49 years;2017;Females;14,6
Türkiye;From 25 to 54 years;2017;Females;14,4
Türkiye;From 25 to 59 years;2017;Females;14,0
Türkiye;From 35 to 44 years;2017;Females;15,5
Türkiye;From 45 to 54 years;2017;Females;13,6
Türkiye;From 50 to 64 years;2017;Females;12,3
Türkiye;From 55 to 64 years;2017;Females;11,8
Türkiye;55 years or over;2017;Females;12,3
Türkiye;Less than 60 years;2017;Females;16,2
Türkiye;60 years or over;2017;Females;12,8
Türkiye;Less than 65 years;2017;Females;16,1
Türkiye;From 65 to 74 years;2017;Females;13,0
Türkiye;65 years or over;2017;Females;12,8
Türkiye;Less than 75 years;2017;Females;15,9
Türkiye;75 years or over;2017;Females;12,5
Türkiye;85 years or over;2017;Females;13,5
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);Less than 6 years;2018;Males;7,6
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 6 to 10 years;2018;Males;
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 6 to 11 years;2018;Males;8,9
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 11 to 15 years;2018;Males;8,7
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 12 to 17 years;2018;Males;8,0
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 15 to 19 years;2018;Males;6,7
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 15 to 24 years;2018;Males;6,0
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 15 to 29 years;2018;Males;5,8
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);Less than 16 years;2018;Males;8,4
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 16 to 19 years;2018;Males;6,1
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 16 to 24 years;2018;Males;5,7
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 16 to 29 years;2018;Males;5,6
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 16 to 64 years;2018;Males;6,2
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);16 years or over;2018;Males;5,9
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);Less than 18 years;2018;Males;8,2
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 18 to 24 years;2018;Males;5,5
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 18 to 59 years;2018;Males;6,0
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 18 to 64 years;2018;Males;6,2
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 18 to 74 years;2018;Males;6,1
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);18 years or over;2018;Males;5,9
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 20 to 24 years;2018;Males;5,3
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 20 to 29 years;2018;Males;5,4
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 25 to 29 years;2018;Males;5,5
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 25 to 34 years;2018;Males;5,2
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 25 to 49 years;2018;Males;5,9
European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);From 25 to 54 years;2018;Males;6,0
