GEO;AGE;Year;Sex;PovertyRate
Portugal;Less than 16 years;2016;Females;12,4
Portugal;From 16 to 19 years;2016;Females;7,4
Portugal;From 16 to 24 years;2016;Females;7,3
Portugal;From 16 to 29 years;2016;Females;7,1
Portugal;From 16 to 64 years;2016;Females;9,8
Portugal;16 years or over;2016;Females;9,5
Portugal;Less than 18 years;2016;Females;11,6
Portugal;From 18 to 24 years;2016;Females;7,8
Portugal;From 18 to 59 years;2016;Females;9,6
Portugal;From 18 to 64 years;2016;Females;9,9
Portugal;From 18 to 74 years;2016;Females;9,9
Portugal;18 years or over;2016;Females;9,6
Portugal;From 20 to 24 years;2016;Females;7,2
Portugal;From 20 to 29 years;2016;Females;7,0
Portugal;From 25 to 29 years;2016;Females;6,8
Portugal;From 25 to 34 years;2016;Females;6,4
Portugal;From 25 to 49 years;2016;Females;8,7
Portugal;From 25 to 54 years;2016;Females;9,3
Portugal;From 25 to 59 years;2016;Females;9,9
Portugal;From 35 to 44 years;2016;Females;9,1
Portugal;From 45 to 54 years;2016;Females;11,7
Portugal;From 50 to 64 years;2016;Females;12,7
Portugal;From 55 to 64 years;2016;Females;13,1
Portugal;55 years or over;2016;Females;10,3
Portugal;Less than 60 years;2016;Females;10,1
Portugal;60 years or over;2016;Females;9,6
Portugal;Less than 65 years;2016;Females;10,3
Portugal;From 65 to 74 years;2016;Females;9,9
Portugal;65 years or over;2016;Females;8,8
Portugal;Less than 75 years;2016;Females;10,2
Portugal;75 years or over;2016;Females;7,7
Portugal;85 years or over;2016;Females;5,4
Romania;Less than 6 years;2016;Females;39,7
Romania;From 6 to 10 years;2016;Females;40,8
Romania;From 6 to 11 years;2016;Females;42,3
Romania;From 11 to 15 years;2016;Females;47,3
Romania;From 12 to 17 years;2016;Females;43,5
Romania;From 15 to 19 years;2016;Females;37,3
Romania;From 15 to 24 years;2016;Females;37,0
Romania;From 15 to 29 years;2016;Females;34,3
Romania;Less than 16 years;2016;Females;43,1
Romania;From 16 to 19 years;2016;Females;36,1
Romania;From 16 to 24 years;2016;Females;36,3
Romania;From 16 to 29 years;2016;Females;33,6
Romania;From 16 to 64 years;2016;Females;34,5
Romania;16 years or over;2016;Females;36,3
Romania;Less than 18 years;2016;Females;42,3
Romania;From 18 to 24 years;2016;Females;35,9
Romania;From 18 to 59 years;2016;Females;33,7
Romania;From 18 to 64 years;2016;Females;34,4
Romania;From 18 to 74 years;2016;Females;34,8
Romania;18 years or over;2016;Females;36,2
Romania;From 20 to 24 years;2016;Females;36,5
Romania;From 20 to 29 years;2016;Females;32,5
Romania;From 25 to 29 years;2016;Females;29,4
Romania;From 25 to 34 years;2016;Females;27,4
Romania;From 25 to 49 years;2016;Females;32,1
Romania;From 25 to 54 years;2016;Females;32,1
Romania;From 25 to 59 years;2016;Females;33,4
Romania;From 35 to 44 years;2016;Females;34,8
Romania;From 45 to 54 years;2016;Females;33,6
Romania;From 50 to 64 years;2016;Females;38,1
Romania;From 55 to 64 years;2016;Females;40,5
Romania;55 years or over;2016;Females;41,3
Romania;Less than 60 years;2016;Females;35,9
Romania;60 years or over;2016;Females;41,3
Romania;Less than 65 years;2016;Females;36,2
Romania;From 65 to 74 years;2016;Females;37,5
Romania;65 years or over;2016;Females;41,8
Romania;Less than 75 years;2016;Females;36,4
Romania;75 years or over;2016;Females;46,3
Romania;85 years or over;2016;Females;46,1
Slovenia;Less than 6 years;2016;Females;3,4
Slovenia;From 6 to 10 years;2016;Females;3,7
Slovenia;From 6 to 11 years;2016;Females;3,9
Slovenia;From 11 to 15 years;2016;Females;2,2
Slovenia;From 12 to 17 years;2016;Females;2,7
Slovenia;From 15 to 19 years;2016;Females;4,4
Slovenia;From 15 to 24 years;2016;Females;5,1
Slovenia;From 15 to 29 years;2016;Females;4,4
Slovenia;Less than 16 years;2016;Females;3,2
Slovenia;From 16 to 19 years;2016;Females;4,6
Slovenia;From 16 to 24 years;2016;Females;5,3
Slovenia;From 16 to 29 years;2016;Females;4,4
Slovenia;From 16 to 64 years;2016;Females;4,5
Slovenia;16 years or over;2016;Females;4,6
Slovenia;Less than 18 years;2016;Females;3,4
Slovenia;From 18 to 24 years;2016;Females;5,4
Slovenia;From 18 to 59 years;2016;Females;4,4
Slovenia;From 18 to 64 years;2016;Females;4,5
Slovenia;From 18 to 74 years;2016;Females;4,6
Slovenia;18 years or over;2016;Females;4,6
Slovenia;From 20 to 24 years;2016;Females;5,8
Slovenia;From 20 to 29 years;2016;Females;4,4
Slovenia;From 25 to 29 years;2016;Females;3,0
Slovenia;From 25 to 34 years;2016;Females;3,0
Slovenia;From 25 to 49 years;2016;Females;3,4
Slovenia;From 25 to 54 years;2016;Females;3,5
Slovenia;From 25 to 59 years;2016;Females;4,2
Slovenia;From 35 to 44 years;2016;Females;3,1
Slovenia;From 45 to 54 years;2016;Females;4,3
Slovenia;From 50 to 64 years;2016;Females;5,9
Slovenia;From 55 to 64 years;2016;Females;6,8
Slovenia;55 years or over;2016;Females;5,8
Slovenia;Less than 60 years;2016;Females;4,1
Slovenia;60 years or over;2016;Females;5,2
Slovenia;Less than 65 years;2016;Females;4,2
Slovenia;From 65 to 74 years;2016;Females;5,7
Slovenia;65 years or over;2016;Females;5,1
Slovenia;Less than 75 years;2016;Females;4,4
Slovenia;75 years or over;2016;Females;4,4
Slovenia;85 years or over;2016;Females;3,9
Slovakia;Less than 6 years;2016;Females;7,4
Slovakia;From 6 to 10 years;2016;Females;12,4
Slovakia;From 6 to 11 years;2016;Females;12,4
Slovakia;From 11 to 15 years;2016;Females;13,2
Slovakia;From 12 to 17 years;2016;Females;12,2
Slovakia;From 15 to 19 years;2016;Females;10,8
Slovakia;From 15 to 24 years;2016;Females;8,7
Slovakia;From 15 to 29 years;2016;Females;7,8
Slovakia;Less than 16 years;2016;Females;10,9
Slovakia;From 16 to 19 years;2016;Females;10,6
Slovakia;From 16 to 24 years;2016;Females;8,5
Slovakia;From 16 to 29 years;2016;Females;7,6
Slovakia;From 16 to 64 years;2016;Females;7,2
Slovakia;16 years or over;2016;Females;7,2
Slovakia;Less than 18 years;2016;Females;10,8
Slovakia;From 18 to 24 years;2016;Females;8,1
Slovakia;From 18 to 59 years;2016;Females;7,0
Slovakia;From 18 to 64 years;2016;Females;7,1
Slovakia;From 18 to 74 years;2016;Females;7,0
Slovakia;18 years or over;2016;Females;7,1
Slovakia;From 20 to 24 years;2016;Females;7,0
Slovakia;From 20 to 29 years;2016;Females;6,6
Slovakia;From 25 to 29 years;2016;Females;6,2
Slovakia;From 25 to 34 years;2016;Females;6,0
Slovakia;From 25 to 49 years;2016;Females;7,1
Slovakia;From 25 to 54 years;2016;Females;6,7
Slovakia;From 25 to 59 years;2016;Females;6,9
Slovakia;From 35 to 44 years;2016;Females;7,0
Slovakia;From 45 to 54 years;2016;Females;7,1
Slovakia;From 50 to 64 years;2016;Females;6,8
Slovakia;From 55 to 64 years;2016;Females;7,8
Slovakia;55 years or over;2016;Females;7,4
Slovakia;Less than 60 years;2016;Females;7,9
Slovakia;60 years or over;2016;Females;7,2
Slovakia;Less than 65 years;2016;Females;7,9
Slovakia;From 65 to 74 years;2016;Females;6,5
Slovakia;65 years or over;2016;Females;7,0
Slovakia;Less than 75 years;2016;Females;7,7
Slovakia;75 years or over;2016;Females;7,8
Slovakia;85 years or over;2016;Females;6,8
Finland;Less than 6 years;2016;Females;0,6
Finland;From 6 to 10 years;2016;Females;0,8
Finland;From 6 to 11 years;2016;Females;0,6
Finland;From 11 to 15 years;2016;Females;0,3
Finland;From 12 to 17 years;2016;Females;1,0
Finland;From 15 to 19 years;2016;Females;1,1
Finland;From 15 to 24 years;2016;Females;1,3
Finland;From 15 to 29 years;2016;Females;1,3
Finland;Less than 16 years;2016;Females;0,5
Finland;From 16 to 19 years;2016;Females;1,4
Finland;From 16 to 24 years;2016;Females;1,4
Finland;From 16 to 29 years;2016;Females;1,4
Finland;From 16 to 64 years;2016;Females;1,8
Finland;16 years or over;2016;Females;1,6
Finland;Less than 18 years;2016;Females;0,7
Finland;From 18 to 24 years;2016;Females;1,2
Finland;From 18 to 59 years;2016;Females;1,6
Finland;From 18 to 64 years;2016;Females;1,8
Finland;From 18 to 74 years;2016;Females;1,5
Finland;18 years or over;2016;Females;1,6
Finland;From 20 to 24 years;2016;Females;1,5
Finland;From 20 to 29 years;2016;Females;1,4
Finland;From 25 to 29 years;2016;Females;1,3
Finland;From 25 to 34 years;2016;Females;0,7
Finland;From 25 to 49 years;2016;Females;1,3
Finland;From 25 to 54 years;2016;Females;1,6
Finland;From 25 to 59 years;2016;Females;1,7
Finland;From 35 to 44 years;2016;Females;1,5
Finland;From 45 to 54 years;2016;Females;2,5
Finland;From 50 to 64 years;2016;Females;2,7
Finland;From 55 to 64 years;2016;Females;2,6
Finland;55 years or over;2016;Females;1,6
Finland;Less than 60 years;2016;Females;1,4
Finland;60 years or over;2016;Females;1,5
Finland;Less than 65 years;2016;Females;1,5
Finland;From 65 to 74 years;2016;Females;0,5
Finland;65 years or over;2016;Females;1,0
Finland;Less than 75 years;2016;Females;1,4
Finland;75 years or over;2016;Females;1,7
Finland;85 years or over;2016;Females;1,3
Sweden;Less than 6 years;2016;Females;0,4
Sweden;From 6 to 10 years;2016;Females;0,0
Sweden;From 6 to 11 years;2016;Females;0,5
Sweden;From 11 to 15 years;2016;Females;2,1
Sweden;From 12 to 17 years;2016;Females;1,4
Sweden;From 15 to 19 years;2016;Females;1,5
Sweden;From 15 to 24 years;2016;Females;1,0
Sweden;From 15 to 29 years;2016;Females;0,7
Sweden;Less than 16 years;2016;Females;0,8
Sweden;From 16 to 19 years;2016;Females;1,3
Sweden;From 16 to 24 years;2016;Females;0,9
Sweden;From 16 to 29 years;2016;Females;0,6
Sweden;From 16 to 64 years;2016;Females;0,9
Sweden;16 years or over;2016;Females;0,7
Sweden;Less than 18 years;2016;Females;0,8
Sweden;From 18 to 24 years;2016;Females;1,0
Sweden;From 18 to 59 years;2016;Females;0,9
Sweden;From 18 to 64 years;2016;Females;0,9
Sweden;From 18 to 74 years;2016;Females;0,8
Sweden;18 years or over;2016;Females;0,7
Sweden;From 20 to 24 years;2016;Females;0,6
Sweden;From 20 to 29 years;2016;Females;0,3
Sweden;From 25 to 29 years;2016;Females;0,0
Sweden;From 25 to 34 years;2016;Females;0,5
Sweden;From 25 to 49 years;2016;Females;0,5
Sweden;From 25 to 54 years;2016;Females;0,7
Sweden;From 25 to 59 years;2016;Females;0,9
Sweden;From 35 to 44 years;2016;Females;0,6
Sweden;From 45 to 54 years;2016;Females;0,9
Sweden;From 50 to 64 years;2016;Females;1,5
Sweden;From 55 to 64 years;2016;Females;1,4
Sweden;55 years or over;2016;Females;0,7
Sweden;Less than 60 years;2016;Females;0,9
Sweden;60 years or over;2016;Females;0,3
Sweden;Less than 65 years;2016;Females;0,9
Sweden;From 65 to 74 years;2016;Females;0,2
Sweden;65 years or over;2016;Females;0,3
Sweden;Less than 75 years;2016;Females;0,8
Sweden;75 years or over;2016;Females;0,3
Sweden;85 years or over;2016;Females;0,0
Iceland;Less than 6 years;2016;Females;0,8
Iceland;From 6 to 10 years;2016;Females;0,0
Iceland;From 6 to 11 years;2016;Females;0,8
Iceland;From 11 to 15 years;2016;Females;2,2
Iceland;From 12 to 17 years;2016;Females;1,6
Iceland;From 15 to 19 years;2016;Females;1,3
Iceland;From 15 to 24 years;2016;Females;0,9
Iceland;From 15 to 29 years;2016;Females;1,2
Iceland;Less than 16 years;2016;Females;1,0
Iceland;From 16 to 19 years;2016;Females;1,2
Iceland;From 16 to 24 years;2016;Females;0,8
Iceland;From 16 to 29 years;2016;Females;1,2
Iceland;From 16 to 64 years;2016;Females;1,2
Iceland;16 years or over;2016;Females;1,0
Iceland;Less than 18 years;2016;Females;1,0
Iceland;From 18 to 24 years;2016;Females;0,6
Iceland;From 18 to 59 years;2016;Females;1,2
Iceland;From 18 to 64 years;2016;Females;1,2
Iceland;From 18 to 74 years;2016;Females;1,1
Iceland;18 years or over;2016;Females;1,0
Iceland;From 20 to 24 years;2016;Females;0,5
Iceland;From 20 to 29 years;2016;Females;1,2
Iceland;From 25 to 29 years;2016;Females;1,8
Iceland;From 25 to 34 years;2016;Females;1,6
Iceland;From 25 to 49 years;2016;Females;1,4
Iceland;From 25 to 54 years;2016;Females;1,5
Iceland;From 25 to 59 years;2016;Females;1,4
Iceland;From 35 to 44 years;2016;Females;0,9
Iceland;From 45 to 54 years;2016;Females;1,9
Iceland;From 50 to 64 years;2016;Females;1,2
Iceland;From 55 to 64 years;2016;Females;0,8
Iceland;55 years or over;2016;Females;0,5
Iceland;Less than 60 years;2016;Females;1,2
Iceland;60 years or over;2016;Females;0,4
Iceland;Less than 65 years;2016;Females;1,2
Iceland;From 65 to 74 years;2016;Females;0,0
Iceland;65 years or over;2016;Females;0,2
Iceland;Less than 75 years;2016;Females;1,1
Iceland;75 years or over;2016;Females;0,4
Iceland;85 years or over;2016;Females;0,0
Norway;Less than 6 years;2016;Females;
Norway;From 6 to 10 years;2016;Females;
Norway;From 6 to 11 years;2016;Females;
Norway;From 11 to 15 years;2016;Females;
Norway;From 12 to 17 years;2016;Females;
Norway;From 15 to 19 years;2016;Females;
Norway;From 15 to 24 years;2016;Females;
Norway;From 15 to 29 years;2016;Females;
Norway;Less than 16 years;2016;Females;
Norway;From 16 to 19 years;2016;Females;
Norway;From 16 to 24 years;2016;Females;
Norway;From 16 to 29 years;2016;Females;
Norway;From 16 to 64 years;2016;Females;
Norway;16 years or over;2016;Females;
Norway;Less than 18 years;2016;Females;
Norway;From 18 to 24 years;2016;Females;
Norway;From 18 to 59 years;2016;Females;
Norway;From 18 to 64 years;2016;Females;
Norway;From 18 to 74 years;2016;Females;
Norway;18 years or over;2016;Females;
Norway;From 20 to 24 years;2016;Females;
Norway;From 20 to 29 years;2016;Females;
Norway;From 25 to 29 years;2016;Females;
Norway;From 25 to 34 years;2016;Females;
Norway;From 25 to 49 years;2016;Females;
Norway;From 25 to 54 years;2016;Females;
Norway;From 25 to 59 years;2016;Females;
Norway;From 35 to 44 years;2016;Females;
Norway;From 45 to 54 years;2016;Females;
Norway;From 50 to 64 years;2016;Females;
Norway;From 55 to 64 years;2016;Females;
Norway;55 years or over;2016;Females;
Norway;Less than 60 years;2016;Females;
Norway;60 years or over;2016;Females;
Norway;Less than 65 years;2016;Females;
Norway;From 65 to 74 years;2016;Females;
Norway;65 years or over;2016;Females;
Norway;Less than 75 years;2016;Females;
Norway;75 years or over;2016;Females;
Norway;85 years or over;2016;Females;
Switzerland;Less than 6 years;2016;Females;6,5
Switzerland;From 6 to 10 years;2016;Females;2,2
Switzerland;From 6 to 11 years;2016;Females;2,6
Switzerland;From 11 to 15 years;2016;Females;2,9
Switzerland;From 12 to 17 years;2016;Females;1,9
Switzerland;From 15 to 19 years;2016;Females;1,1
Switzerland;From 15 to 24 years;2016;Females;1,0
Switzerland;From 15 to 29 years;2016;Females;1,3
Switzerland;Less than 16 years;2016;Females;4,0
Switzerland;From 16 to 19 years;2016;Females;0,4
Switzerland;From 16 to 24 years;2016;Females;0,7
Switzerland;From 16 to 29 years;2016;Females;1,1
Switzerland;From 16 to 64 years;2016;Females;2,5
Switzerland;16 years or over;2016;Females;2,0
Switzerland;Less than 18 years;2016;Females;3,6
Switzerland;From 18 to 24 years;2016;Females;0,7
Switzerland;From 18 to 59 years;2016;Females;2,7
Switzerland;From 18 to 64 years;2016;Females;2,5
Switzerland;From 18 to 74 years;2016;Females;2,3
Switzerland;18 years or over;2016;Females;2,0
Switzerland;From 20 to 24 years;2016;Females;0,9
Switzerland;From 20 to 29 years;2016;Females;1,4
Switzerland;From 25 to 29 years;2016;Females;1,9
Switzerland;From 25 to 34 years;2016;Females;2,4
Switzerland;From 25 to 49 years;2016;Females;3,1
Switzerland;From 25 to 54 years;2016;Females;3,2
Switzerland;From 25 to 59 years;2016;Females;3,0
Switzerland;From 35 to 44 years;2016;Females;4,0
Switzerland;From 45 to 54 years;2016;Females;3,4
Switzerland;From 50 to 64 years;2016;Females;2,2
Switzerland;From 55 to 64 years;2016;Females;1,3
Switzerland;55 years or over;2016;Females;0,8
Switzerland;Less than 60 years;2016;Females;2,8
Switzerland;60 years or over;2016;Females;0,7
Switzerland;Less than 65 years;2016;Females;2,7
Switzerland;From 65 to 74 years;2016;Females;0,5
Switzerland;65 years or over;2016;Females;0,5
Switzerland;Less than 75 years;2016;Females;2,5
Switzerland;75 years or over;2016;Females;0,4
Switzerland;85 years or over;2016;Females;0,6
United Kingdom;Less than 6 years;2016;Females;10,6
United Kingdom;From 6 to 10 years;2016;Females;12,5
United Kingdom;From 6 to 11 years;2016;Females;12,6
United Kingdom;From 11 to 15 years;2016;Females;10,7
United Kingdom;From 12 to 17 years;2016;Females;10,8
United Kingdom;From 15 to 19 years;2016;Females;10,1
United Kingdom;From 15 to 24 years;2016;Females;8,5
United Kingdom;From 15 to 29 years;2016;Females;9,1
United Kingdom;Less than 16 years;2016;Females;11,2
United Kingdom;From 16 to 19 years;2016;Females;9,5
United Kingdom;From 16 to 24 years;2016;Females;8,0
United Kingdom;From 16 to 29 years;2016;Females;8,9
United Kingdom;From 16 to 64 years;2016;Females;7,9
United Kingdom;16 years or over;2016;Females;6,1
United Kingdom;Less than 18 years;2016;Females;11,3
United Kingdom;From 18 to 24 years;2016;Females;6,8
United Kingdom;From 18 to 59 years;2016;Females;8,3
United Kingdom;From 18 to 64 years;2016;Females;7,8
United Kingdom;From 18 to 74 years;2016;Females;6,8
United Kingdom;18 years or over;2016;Females;5,9
United Kingdom;From 20 to 24 years;2016;Females;6,9
United Kingdom;From 20 to 29 years;2016;Females;8,7
United Kingdom;From 25 to 29 years;2016;Females;10,0
United Kingdom;From 25 to 34 years;2016;Females;8,3
United Kingdom;From 25 to 49 years;2016;Females;8,3
United Kingdom;From 25 to 54 years;2016;Females;8,6
United Kingdom;From 25 to 59 years;2016;Females;8,5
United Kingdom;From 35 to 44 years;2016;Females;8,0
United Kingdom;From 45 to 54 years;2016;Females;9,5
United Kingdom;From 50 to 64 years;2016;Females;7,3
United Kingdom;From 55 to 64 years;2016;Females;5,4
United Kingdom;55 years or over;2016;Females;2,4
United Kingdom;Less than 60 years;2016;Females;9,1
United Kingdom;60 years or over;2016;Females;1,4
United Kingdom;Less than 65 years;2016;Females;8,7
United Kingdom;From 65 to 74 years;2016;Females;1,4
United Kingdom;65 years or over;2016;Females;0,8
United Kingdom;Less than 75 years;2016;Females;7,8
United Kingdom;75 years or over;2016;Females;0,2
United Kingdom;85 years or over;2016;Females;0,0
Montenegro;Less than 6 years;2016;Females;31,7
Montenegro;From 6 to 10 years;2016;Females;
Montenegro;From 6 to 11 years;2016;Females;34,7
Montenegro;From 11 to 15 years;2016;Females;37,6
Montenegro;From 12 to 17 years;2016;Females;34,2
Montenegro;From 15 to 19 years;2016;Females;28,0
Montenegro;From 15 to 24 years;2016;Females;25,8
Montenegro;From 15 to 29 years;2016;Females;23,8
Montenegro;Less than 16 years;2016;Females;34,4
Montenegro;From 16 to 19 years;2016;Females;26,2
Montenegro;From 16 to 24 years;2016;Females;24,8
Montenegro;From 16 to 29 years;2016;Females;23,0
Montenegro;From 16 to 64 years;2016;Females;28,6
Montenegro;16 years or over;2016;Females;29,6
Montenegro;Less than 18 years;2016;Females;33,6
Montenegro;From 18 to 24 years;2016;Females;23,9
Montenegro;From 18 to 59 years;2016;Females;28,1
Montenegro;From 18 to 64 years;2016;Females;28,6
Montenegro;From 18 to 74 years;2016;Females;29,2
Montenegro;18 years or over;2016;Females;29,7
Montenegro;From 20 to 24 years;2016;Females;23,6
Montenegro;From 20 to 29 years;2016;Females;21,7
Montenegro;From 25 to 29 years;2016;Females;19,9
Montenegro;From 25 to 34 years;2016;Females;23,3
Montenegro;From 25 to 49 years;2016;Females;27,5
Montenegro;From 25 to 54 years;2016;Females;28,3
Montenegro;From 25 to 59 years;2016;Females;28,9
Montenegro;From 35 to 44 years;2016;Females;29,2
Montenegro;From 45 to 54 years;2016;Females;32,4
Montenegro;From 50 to 64 years;2016;Females;32,5
Montenegro;From 55 to 64 years;2016;Females;32,7
Montenegro;55 years or over;2016;Females;33,6
Montenegro;Less than 60 years;2016;Females;29,6
Montenegro;60 years or over;2016;Females;34,1
Montenegro;Less than 65 years;2016;Females;29,9
Montenegro;From 65 to 74 years;2016;Females;34,0
Montenegro;65 years or over;2016;Females;34,4
Montenegro;Less than 75 years;2016;Females;30,2
Montenegro;75 years or over;2016;Females;35,1
Montenegro;85 years or over;2016;Females;34,0
North Macedonia;Less than 6 years;2016;Females;32,7
North Macedonia;From 6 to 10 years;2016;Females;38,1
North Macedonia;From 6 to 11 years;2016;Females;38,2
North Macedonia;From 11 to 15 years;2016;Females;31,6
North Macedonia;From 12 to 17 years;2016;Females;28,4
North Macedonia;From 15 to 19 years;2016;Females;24,1
North Macedonia;From 15 to 24 years;2016;Females;23,2
North Macedonia;From 15 to 29 years;2016;Females;22,0
North Macedonia;Less than 16 years;2016;Females;33,9
North Macedonia;From 16 to 19 years;2016;Females;24,3
North Macedonia;From 16 to 24 years;2016;Females;23,2
North Macedonia;From 16 to 29 years;2016;Females;21,9
North Macedonia;From 16 to 64 years;2016;Females;26,0
North Macedonia;16 years or over;2016;Females;26,2
North Macedonia;Less than 18 years;2016;Females;32,8
North Macedonia;From 18 to 24 years;2016;Females;22,9
North Macedonia;From 18 to 59 years;2016;Females;25,3
North Macedonia;From 18 to 64 years;2016;Females;26,0
North Macedonia;From 18 to 74 years;2016;Females;26,4
North Macedonia;18 years or over;2016;Females;26,3
North Macedonia;From 20 to 24 years;2016;Females;22,4
North Macedonia;From 20 to 29 years;2016;Females;21,1
North Macedonia;From 25 to 29 years;2016;Females;19,9
North Macedonia;From 25 to 34 years;2016;Females;23,0
North Macedonia;From 25 to 49 years;2016;Females;25,1
North Macedonia;From 25 to 54 years;2016;Females;25,3
North Macedonia;From 25 to 59 years;2016;Females;25,7
North Macedonia;From 35 to 44 years;2016;Females;27,4
North Macedonia;From 45 to 54 years;2016;Females;25,7
North Macedonia;From 50 to 64 years;2016;Females;29,3
North Macedonia;From 55 to 64 years;2016;Females;30,7
North Macedonia;55 years or over;2016;Females;29,0
North Macedonia;Less than 60 years;2016;Females;27,1
North Macedonia;60 years or over;2016;Females;29,2
North Macedonia;Less than 65 years;2016;Females;27,6
North Macedonia;From 65 to 74 years;2016;Females;28,9
North Macedonia;65 years or over;2016;Females;27,5
North Macedonia;Less than 75 years;2016;Females;27,7
North Macedonia;75 years or over;2016;Females;25,2
North Macedonia;85 years or over;2016;Females;23,6
Albania;Less than 6 years;2016;Females;
Albania;From 6 to 10 years;2016;Females;
Albania;From 6 to 11 years;2016;Females;
Albania;From 11 to 15 years;2016;Females;
Albania;From 12 to 17 years;2016;Females;
Albania;From 15 to 19 years;2016;Females;
Albania;From 15 to 24 years;2016;Females;
Albania;From 15 to 29 years;2016;Females;
Albania;Less than 16 years;2016;Females;
Albania;From 16 to 19 years;2016;Females;
Albania;From 16 to 24 years;2016;Females;
Albania;From 16 to 29 years;2016;Females;
Albania;From 16 to 64 years;2016;Females;
Albania;16 years or over;2016;Females;
Albania;Less than 18 years;2016;Females;
Albania;From 18 to 24 years;2016;Females;
Albania;From 18 to 59 years;2016;Females;
Albania;From 18 to 64 years;2016;Females;
Albania;From 18 to 74 years;2016;Females;
Albania;18 years or over;2016;Females;
Albania;From 20 to 24 years;2016;Females;
Albania;From 20 to 29 years;2016;Females;
Albania;From 25 to 29 years;2016;Females;
Albania;From 25 to 34 years;2016;Females;
Albania;From 25 to 49 years;2016;Females;
Albania;From 25 to 54 years;2016;Females;
Albania;From 25 to 59 years;2016;Females;
Albania;From 35 to 44 years;2016;Females;
Albania;From 45 to 54 years;2016;Females;
Albania;From 50 to 64 years;2016;Females;
Albania;From 55 to 64 years;2016;Females;
Albania;55 years or over;2016;Females;
Albania;Less than 60 years;2016;Females;
Albania;60 years or over;2016;Females;
Albania;Less than 65 years;2016;Females;
Albania;From 65 to 74 years;2016;Females;
Albania;65 years or over;2016;Females;
Albania;Less than 75 years;2016;Females;
Albania;75 years or over;2016;Females;
Albania;85 years or over;2016;Females;
Serbia;Less than 6 years;2016;Females;
Serbia;From 6 to 10 years;2016;Females;
Serbia;From 6 to 11 years;2016;Females;
Serbia;From 11 to 15 years;2016;Females;
Serbia;From 12 to 17 years;2016;Females;
Serbia;From 15 to 19 years;2016;Females;
Serbia;From 15 to 24 years;2016;Females;
Serbia;From 15 to 29 years;2016;Females;
Serbia;Less than 16 years;2016;Females;
Serbia;From 16 to 19 years;2016;Females;
Serbia;From 16 to 24 years;2016;Females;
Serbia;From 16 to 29 years;2016;Females;
Serbia;From 16 to 64 years;2016;Females;
Serbia;16 years or over;2016;Females;
Serbia;Less than 18 years;2016;Females;
Serbia;From 18 to 24 years;2016;Females;
Serbia;From 18 to 59 years;2016;Females;
Serbia;From 18 to 64 years;2016;Females;
Serbia;From 18 to 74 years;2016;Females;
Serbia;18 years or over;2016;Females;
Serbia;From 20 to 24 years;2016;Females;
Serbia;From 20 to 29 years;2016;Females;
Serbia;From 25 to 29 years;2016;Females;
Serbia;From 25 to 34 years;2016;Females;
Serbia;From 25 to 49 years;2016;Females;
Serbia;From 25 to 54 years;2016;Females;
Serbia;From 25 to 59 years;2016;Females;
Serbia;From 35 to 44 years;2016;Females;
Serbia;From 45 to 54 years;2016;Females;
Serbia;From 50 to 64 years;2016;Females;
Serbia;From 55 to 64 years;2016;Females;
Serbia;55 years or over;2016;Females;
Serbia;Less than 60 years;2016;Females;
Serbia;60 years or over;2016;Females;
Serbia;Less than 65 years;2016;Females;
Serbia;From 65 to 74 years;2016;Females;
Serbia;65 years or over;2016;Females;
Serbia;Less than 75 years;2016;Females;
Serbia;75 years or over;2016;Females;
Serbia;85 years or over;2016;Females;
Türkiye;Less than 6 years;2016;Females;
Türkiye;From 6 to 10 years;2016;Females;
Türkiye;From 6 to 11 years;2016;Females;
Türkiye;From 11 to 15 years;2016;Females;
Türkiye;From 12 to 17 years;2016;Females;
Türkiye;From 15 to 19 years;2016;Females;
Türkiye;From 15 to 24 years;2016;Females;
Türkiye;From 15 to 29 years;2016;Females;
Türkiye;Less than 16 years;2016;Females;
Türkiye;From 16 to 19 years;2016;Females;
Türkiye;From 16 to 24 years;2016;Females;
Türkiye;From 16 to 29 years;2016;Females;
Türkiye;From 16 to 64 years;2016;Females;
Türkiye;16 years or over;2016;Females;
Türkiye;Less than 18 years;2016;Females;
Türkiye;From 18 to 24 years;2016;Females;
Türkiye;From 18 to 59 years;2016;Females;
Türkiye;From 18 to 64 years;2016;Females;
Türkiye;From 18 to 74 years;2016;Females;
Türkiye;18 years or over;2016;Females;
Türkiye;From 20 to 24 years;2016;Females;
Türkiye;From 20 to 29 years;2016;Females;
Türkiye;From 25 to 29 years;2016;Females;
Türkiye;From 25 to 34 years;2016;Females;
Türkiye;From 25 to 49 years;2016;Females;
Türkiye;From 25 to 54 years;2016;Females;
Türkiye;From 25 to 59 years;2016;Females;
Türkiye;From 35 to 44 years;2016;Females;
Türkiye;From 45 to 54 years;2016;Females;
Türkiye;From 50 to 64 years;2016;Females;
Türkiye;From 55 to 64 years;2016;Females;
Türkiye;55 years or over;2016;Females;
Türkiye;Less than 60 years;2016;Females;
Türkiye;60 years or over;2016;Females;
Türkiye;Less than 65 years;2016;Females;
Türkiye;From 65 to 74 years;2016;Females;
Türkiye;65 years or over;2016;Females;
Türkiye;Less than 75 years;2016;Females;
Türkiye;75 years or over;2016;Females;
Türkiye;85 years or over;2016;Females;
